index,id,item,category,department,store,store_code,region,yearweek,qty_sold,sell_price,weekday_int,event,has_event
64,152,15,0,1,0,2,0,201105,56,1.5,3,2,false
65,152,15,0,1,0,2,0,201105,56,1.5,4,2,false
66,152,15,0,1,0,2,0,201105,56,1.5,5,2,false
67,152,15,0,1,0,2,0,201105,56,1.5,6,2,false
68,152,15,0,1,0,2,0,201105,56,1.5,7,2,false
69,152,15,0,1,0,2,0,201105,56,1.5,1,2,false
70,2,0,0,0,0,2,0,201105,348,0.696,2,2,false
71,2,0,0,0,0,2,0,201105,348,0.696,3,2,false
72,2,0,0,0,0,2,0,201105,348,0.696,4,2,false
73,2,0,0,0,0,2,0,201105,348,0.696,5,2,false
74,2,0,0,0,0,2,0,201105,348,0.696,6,2,false
75,2,0,0,0,0,2,0,201105,348,0.696,7,2,false
76,2,0,0,0,0,2,0,201105,348,0.696,1,2,false
77,12,1,0,1,0,2,0,201105,141,1.776,2,2,false
78,12,1,0,1,0,2,0,201105,141,1.776,3,2,false
79,12,1,0,1,0,2,0,201105,141,1.776,4,2,false
80,12,1,0,1,0,2,0,201105,141,1.776,5,2,false
81,12,1,0,1,0,2,0,201105,141,1.776,6,2,false
82,12,1,0,1,0,2,0,201105,141,1.776,7,2,false
83,12,1,0,1,0,2,0,201105,141,1.776,1,2,false
84,92,9,0,1,0,2,0,201105,228,1.656,2,2,false
85,92,9,0,1,0,2,0,201105,228,1.656,3,2,false
86,92,9,0,1,0,2,0,201105,228,1.656,4,2,false
87,92,9,0,1,0,2,0,201105,228,1.656,5,2,false
88,92,9,0,1,0,2,0,201105,228,1.656,6,2,false
89,92,9,0,1,0,2,0,201105,228,1.656,7,2,false
90,92,9,0,1,0,2,0,201105,228,1.656,1,2,false
91,82,8,0,1,0,2,0,201105,648,1.2,2,2,false
92,82,8,0,1,0,2,0,201105,648,1.2,3,2,false
93,82,8,0,1,0,2,0,201105,648,1.2,4,2,false
94,82,8,0,1,0,2,0,201105,648,1.2,5,2,false
95,82,8,0,1,0,2,0,201105,648,1.2,6,2,false
96,82,8,0,1,0,2,0,201105,648,1.2,7,2,false
97,82,8,0,1,0,2,0,201105,648,1.2,1,2,false
98,22,2,0,1,0,2,0,201105,831,1.5,2,2,false
99,22,2,0,1,0,2,0,201105,831,1.5,3,2,false
100,22,2,0,1,0,2,0,201105,831,1.5,4,2,false
101,22,2,0,1,0,2,0,201105,831,1.5,5,2,false
102,22,2,0,1,0,2,0,201105,831,1.5,6,2,false
103,22,2,0,1,0,2,0,201105,831,1.5,7,2,false
104,22,2,0,1,0,2,0,201105,831,1.5,1,2,false
105,72,7,0,1,0,2,0,201105,313,1.776,2,2,false
106,72,7,0,1,0,2,0,201105,313,1.776,3,2,false
107,72,7,0,1,0,2,0,201105,313,1.776,4,2,false
108,72,7,0,1,0,2,0,201105,313,1.776,5,2,false
109,72,7,0,1,0,2,0,201105,313,1.776,6,2,false
110,72,7,0,1,0,2,0,201105,313,1.776,7,2,false
111,72,7,0,1,0,2,0,201105,313,1.776,1,2,false
112,42,4,0,1,0,2,0,201105,93,5.136,2,2,false
113,42,4,0,1,0,2,0,201105,93,5.136,3,2,false
114,42,4,0,1,0,2,0,201105,93,5.136,4,2,false
115,42,4,0,1,0,2,0,201105,93,5.136,5,2,false
116,42,4,0,1,0,2,0,201105,93,5.136,6,2,false
117,42,4,0,1,0,2,0,201105,93,5.136,7,2,false
118,42,4,0,1,0,2,0,201105,93,5.136,1,2,false
119,52,5,0,1,0,2,0,201105,50,1.776,2,2,false
120,52,5,0,1,0,2,0,201105,50,1.776,3,2,false
121,52,5,0,1,0,2,0,201105,50,1.776,4,2,false
122,52,5,0,1,0,2,0,201105,50,1.776,5,2,false
123,52,5,0,1,0,2,0,201105,50,1.776,6,2,false
124,52,5,0,1,0,2,0,201105,50,1.776,7,2,false
125,52,5,0,1,0,2,0,201105,50,1.776,1,2,false
126,140,14,0,1,7,0,0,201105,55,1.128,2,2,false
127,140,14,0,1,7,0,0,201105,55,1.128,3,2,false
128,140,14,0,1,7,0,0,201105,55,1.128,4,2,false
129,140,14,0,1,7,0,0,201105,55,1.128,5,2,false
130,140,14,0,1,7,0,0,201105,55,1.128,6,2,false
131,140,14,0,1,7,0,0,201105,55,1.128,7,2,false
132,140,14,0,1,7,0,0,201105,55,1.128,1,2,false
133,120,12,0,1,7,0,0,201105,294,1.776,2,2,false
134,120,12,0,1,7,0,0,201105,294,1.776,3,2,false
135,120,12,0,1,7,0,0,201105,294,1.776,4,2,false
136,120,12,0,1,7,0,0,201105,294,1.776,5,2,false
137,120,12,0,1,7,0,0,201105,294,1.776,6,2,false
138,120,12,0,1,7,0,0,201105,294,1.776,7,2,false
139,120,12,0,1,7,0,0,201105,294,1.776,1,2,false
140,130,13,0,1,7,0,0,201105,107,2.736,2,2,false
141,130,13,0,1,7,0,0,201105,107,2.736,3,2,false
142,130,13,0,1,7,0,0,201105,107,2.736,4,2,false
143,130,13,0,1,7,0,0,201105,107,2.736,5,2,false
144,130,13,0,1,7,0,0,201105,107,2.736,6,2,false
145,130,13,0,1,7,0,0,201105,107,2.736,7,2,false
146,130,13,0,1,7,0,0,201105,107,2.736,1,2,false
147,180,18,0,1,7,0,0,201105,207,1.5,2,2,false
148,180,18,0,1,7,0,0,201105,207,1.5,3,2,false
149,180,18,0,1,7,0,0,201105,207,1.5,4,2,false
150,180,18,0,1,7,0,0,201105,207,1.5,5,2,false
151,180,18,0,1,7,0,0,201105,207,1.5,6,2,false
152,180,18,0,1,7,0,0,201105,207,1.5,7,2,false
153,180,18,0,1,7,0,0,201105,207,1.5,1,2,false
154,170,17,0,1,7,0,0,201105,114,1.776,2,2,false
155,170,17,0,1,7,0,0,201105,114,1.776,3,2,false
156,170,17,0,1,7,0,0,201105,114,1.776,4,2,false
157,170,17,0,1,7,0,0,201105,114,1.776,5,2,false
158,170,17,0,1,7,0,0,201105,114,1.776,6,2,false
159,170,17,0,1,7,0,0,201105,114,1.776,7,2,false
160,170,17,0,1,7,0,0,201105,114,1.776,1,2,false
161,150,15,0,1,7,0,0,201105,41,1.5,2,2,false
162,150,15,0,1,7,0,0,201105,41,1.5,3,2,false
163,150,15,0,1,7,0,0,201105,41,1.5,4,2,false
164,150,15,0,1,7,0,0,201105,41,1.5,5,2,false
165,150,15,0,1,7,0,0,201105,41,1.5,6,2,false
166,150,15,0,1,7,0,0,201105,41,1.5,7,2,false
167,150,15,0,1,7,0,0,201105,41,1.5,1,2,false
168,160,16,0,1,7,0,0,201105,93,1.776,2,2,false
169,160,16,0,1,7,0,0,201105,93,1.776,3,2,false
170,160,16,0,1,7,0,0,201105,93,1.776,4,2,false
171,160,16,0,1,7,0,0,201105,93,1.776,5,2,false
172,160,16,0,1,7,0,0,201105,93,1.776,6,2,false
173,160,16,0,1,7,0,0,201105,93,1.776,7,2,false
174,160,16,0,1,7,0,0,201105,93,1.776,1,2,false
175,90,9,0,1,7,0,0,201105,121,1.656,2,2,false
176,90,9,0,1,7,0,0,201105,121,1.656,3,2,false
177,90,9,0,1,7,0,0,201105,121,1.656,4,2,false
178,90,9,0,1,7,0,0,201105,121,1.656,5,2,false
179,90,9,0,1,7,0,0,201105,121,1.656,6,2,false
180,90,9,0,1,7,0,0,201105,121,1.656,7,2,false
181,90,9,0,1,7,0,0,201105,121,1.656,1,2,false
182,100,10,0,1,7,0,0,201105,29,1.128,2,2,false
183,100,10,0,1,7,0,0,201105,29,1.128,3,2,false
184,100,10,0,1,7,0,0,201105,29,1.128,4,2,false
185,100,10,0,1,7,0,0,201105,29,1.128,5,2,false
186,100,10,0,1,7,0,0,201105,29,1.128,6,2,false
187,100,10,0,1,7,0,0,201105,29,1.128,7,2,false
188,100,10,0,1,7,0,0,201105,29,1.128,1,2,false
189,110,11,0,1,7,0,0,201105,160,1.776,2,2,false
190,110,11,0,1,7,0,0,201105,160,1.776,3,2,false
191,110,11,0,1,7,0,0,201105,160,1.776,4,2,false
192,110,11,0,1,7,0,0,201105,160,1.776,5,2,false
193,110,11,0,1,7,0,0,201105,160,1.776,6,2,false
194,110,11,0,1,7,0,0,201105,160,1.776,7,2,false
195,110,11,0,1,7,0,0,201105,160,1.776,1,2,false
196,190,19,0,1,7,0,0,201105,66,1.128,2,2,false
197,190,19,0,1,7,0,0,201105,66,1.128,3,2,false
198,190,19,0,1,7,0,0,201105,66,1.128,4,2,false
199,190,19,0,1,7,0,0,201105,66,1.128,5,2,false
200,190,19,0,1,7,0,0,201105,66,1.128,6,2,false
201,190,19,0,1,7,0,0,201105,66,1.128,7,2,false
202,190,19,0,1,7,0,0,201105,66,1.128,1,2,false
203,41,4,0,1,6,1,0,201105,102,5.136,2,2,false
204,41,4,0,1,6,1,0,201105,102,5.136,3,2,false
205,41,4,0,1,6,1,0,201105,102,5.136,4,2,false
206,41,4,0,1,6,1,0,201105,102,5.136,5,2,false
207,41,4,0,1,6,1,0,201105,102,5.136,6,2,false
208,41,4,0,1,6,1,0,201105,102,5.136,7,2,false
209,41,4,0,1,6,1,0,201105,102,5.136,1,2,false
210,71,7,0,1,6,1,0,201105,241,1.776,2,2,false
211,71,7,0,1,6,1,0,201105,241,1.776,3,2,false
212,71,7,0,1,6,1,0,201105,241,1.776,4,2,false
213,71,7,0,1,6,1,0,201105,241,1.776,5,2,false
214,71,7,0,1,6,1,0,201105,241,1.776,6,2,false
215,71,7,0,1,6,1,0,201105,241,1.776,7,2,false
216,71,7,0,1,6,1,0,201105,241,1.776,1,2,false
217,51,5,0,1,6,1,0,201105,91,1.776,2,2,false
218,51,5,0,1,6,1,0,201105,91,1.776,3,2,false
219,51,5,0,1,6,1,0,201105,91,1.776,4,2,false
220,51,5,0,1,6,1,0,201105,91,1.776,5,2,false
221,51,5,0,1,6,1,0,201105,91,1.776,6,2,false
222,51,5,0,1,6,1,0,201105,91,1.776,7,2,false
223,51,5,0,1,6,1,0,201105,91,1.776,1,2,false
224,61,6,0,1,6,1,0,201105,140,0.24,2,2,false
225,61,6,0,1,6,1,0,201105,140,0.24,3,2,false
226,61,6,0,1,6,1,0,201105,140,0.24,4,2,false
227,61,6,0,1,6,1,0,201105,140,0.24,5,2,false
228,61,6,0,1,6,1,0,201105,140,0.24,6,2,false
229,61,6,0,1,6,1,0,201105,140,0.24,7,2,false
230,61,6,0,1,6,1,0,201105,140,0.24,1,2,false
231,1,0,0,0,6,1,0,201105,200,0.696,2,2,false
232,1,0,0,0,6,1,0,201105,200,0.696,3,2,false
233,1,0,0,0,6,1,0,201105,200,0.696,4,2,false
234,1,0,0,0,6,1,0,201105,200,0.696,5,2,false
235,1,0,0,0,6,1,0,201105,200,0.696,6,2,false
236,1,0,0,0,6,1,0,201105,200,0.696,7,2,false
237,1,0,0,0,6,1,0,201105,200,0.696,1,2,false
238,11,1,0,1,6,1,0,201105,131,1.776,2,2,false
239,11,1,0,1,6,1,0,201105,131,1.776,3,2,false
240,11,1,0,1,6,1,0,201105,131,1.776,4,2,false
241,11,1,0,1,6,1,0,201105,131,1.776,5,2,false
242,11,1,0,1,6,1,0,201105,131,1.776,6,2,false
243,11,1,0,1,6,1,0,201105,131,1.776,7,2,false
244,11,1,0,1,6,1,0,201105,131,1.776,1,2,false
245,21,2,0,1,6,1,0,201105,980,1.5,2,2,false
246,21,2,0,1,6,1,0,201105,980,1.5,3,2,false
247,21,2,0,1,6,1,0,201105,980,1.5,4,2,false
248,21,2,0,1,6,1,0,201105,980,1.5,5,2,false
249,21,2,0,1,6,1,0,201105,980,1.5,6,2,false
250,21,2,0,1,6,1,0,201105,980,1.5,7,2,false
251,21,2,0,1,6,1,0,201105,980,1.5,1,2,false
252,121,12,0,1,6,1,0,201105,460,1.776,2,2,false
253,121,12,0,1,6,1,0,201105,460,1.776,3,2,false
254,121,12,0,1,6,1,0,201105,460,1.776,4,2,false
255,121,12,0,1,6,1,0,201105,460,1.776,5,2,false
256,121,12,0,1,6,1,0,201105,460,1.776,6,2,false
257,121,12,0,1,6,1,0,201105,460,1.776,7,2,false
258,121,12,0,1,6,1,0,201105,460,1.776,1,2,false
259,131,13,0,1,6,1,0,201105,139,2.736,2,2,false
260,131,13,0,1,6,1,0,201105,139,2.736,3,2,false
261,131,13,0,1,6,1,0,201105,139,2.736,4,2,false
262,131,13,0,1,6,1,0,201105,139,2.736,5,2,false
263,131,13,0,1,6,1,0,201105,139,2.736,6,2,false
264,131,13,0,1,6,1,0,201105,139,2.736,7,2,false
265,131,13,0,1,6,1,0,201105,139,2.736,1,2,false
266,101,10,0,1,6,1,0,201105,61,1.128,2,2,false
267,101,10,0,1,6,1,0,201105,61,1.128,3,2,false
268,101,10,0,1,6,1,0,201105,61,1.128,4,2,false
269,101,10,0,1,6,1,0,201105,61,1.128,5,2,false
270,101,10,0,1,6,1,0,201105,61,1.128,6,2,false
271,101,10,0,1,6,1,0,201105,61,1.128,7,2,false
272,101,10,0,1,6,1,0,201105,61,1.128,1,2,false
273,111,11,0,1,6,1,0,201105,270,1.776,2,2,false
274,111,11,0,1,6,1,0,201105,270,1.776,3,2,false
275,111,11,0,1,6,1,0,201105,270,1.776,4,2,false
276,111,11,0,1,6,1,0,201105,270,1.776,5,2,false
277,111,11,0,1,6,1,0,201105,270,1.776,6,2,false
278,111,11,0,1,6,1,0,201105,270,1.776,7,2,false
279,111,11,0,1,6,1,0,201105,270,1.776,1,2,false
280,151,15,0,1,6,1,0,201105,34,1.5,2,2,false
281,151,15,0,1,6,1,0,201105,34,1.5,3,2,false
282,151,15,0,1,6,1,0,201105,34,1.5,4,2,false
283,151,15,0,1,6,1,0,201105,34,1.5,5,2,false
284,151,15,0,1,6,1,0,201105,34,1.5,6,2,false
285,151,15,0,1,6,1,0,201105,34,1.5,7,2,false
286,151,15,0,1,6,1,0,201105,34,1.5,1,2,false
287,161,16,0,1,6,1,0,201105,148,1.776,2,2,false
288,161,16,0,1,6,1,0,201105,148,1.776,3,2,false
289,161,16,0,1,6,1,0,201105,148,1.776,4,2,false
290,161,16,0,1,6,1,0,201105,148,1.776,5,2,false
291,161,16,0,1,6,1,0,201105,148,1.776,6,2,false
292,161,16,0,1,6,1,0,201105,148,1.776,7,2,false
293,161,16,0,1,6,1,0,201105,148,1.776,1,2,false
294,171,17,0,1,6,1,0,201105,130,1.776,2,2,false
295,171,17,0,1,6,1,0,201105,130,1.776,3,2,false
296,171,17,0,1,6,1,0,201105,130,1.776,4,2,false
297,171,17,0,1,6,1,0,201105,130,1.776,5,2,false
298,171,17,0,1,6,1,0,201105,130,1.776,6,2,false
299,171,17,0,1,6,1,0,201105,130,1.776,7,2,false
300,171,17,0,1,6,1,0,201105,130,1.776,1,2,false
301,181,18,0,1,6,1,0,201105,210,1.5,2,2,false
302,181,18,0,1,6,1,0,201105,210,1.5,3,2,false
303,181,18,0,1,6,1,0,201105,210,1.5,4,2,false
304,181,18,0,1,6,1,0,201105,210,1.5,5,2,false
305,181,18,0,1,6,1,0,201105,210,1.5,6,2,false
306,181,18,0,1,6,1,0,201105,210,1.5,7,2,false
307,181,18,0,1,6,1,0,201105,210,1.5,1,2,false
308,91,9,0,1,6,1,0,201105,192,1.656,2,2,false
309,91,9,0,1,6,1,0,201105,192,1.656,3,2,false
310,91,9,0,1,6,1,0,201105,192,1.656,4,2,false
311,91,9,0,1,6,1,0,201105,192,1.656,5,2,false
312,91,9,0,1,6,1,0,201105,192,1.656,6,2,false
313,91,9,0,1,6,1,0,201105,192,1.656,7,2,false
314,91,9,0,1,6,1,0,201105,192,1.656,1,2,false
315,81,8,0,1,6,1,0,201105,717,1.2,2,2,false
316,81,8,0,1,6,1,0,201105,717,1.2,3,2,false
317,81,8,0,1,6,1,0,201105,717,1.2,4,2,false
318,81,8,0,1,6,1,0,201105,717,1.2,5,2,false
319,81,8,0,1,6,1,0,201105,717,1.2,6,2,false
320,81,8,0,1,6,1,0,201105,717,1.2,7,2,false
321,81,8,0,1,6,1,0,201105,717,1.2,1,2,false
322,108,10,0,1,9,8,2,201105,47,1.2,2,2,false
323,108,10,0,1,9,8,2,201105,47,1.2,3,2,false
324,108,10,0,1,9,8,2,201105,47,1.2,4,2,false
325,108,10,0,1,9,8,2,201105,47,1.2,5,2,false
326,108,10,0,1,9,8,2,201105,47,1.2,6,2,false
327,108,10,0,1,9,8,2,201105,47,1.2,7,2,false
328,108,10,0,1,9,8,2,201105,47,1.2,1,2,false
329,118,11,0,1,9,8,2,201105,145,1.776,2,2,false
330,118,11,0,1,9,8,2,201105,145,1.776,3,2,false
331,118,11,0,1,9,8,2,201105,145,1.776,4,2,false
332,118,11,0,1,9,8,2,201105,145,1.776,5,2,false
333,118,11,0,1,9,8,2,201105,145,1.776,6,2,false
334,118,11,0,1,9,8,2,201105,145,1.776,7,2,false
335,118,11,0,1,9,8,2,201105,145,1.776,1,2,false
336,128,12,0,1,9,8,2,201105,152,1.776,2,2,false
337,128,12,0,1,9,8,2,201105,152,1.776,3,2,false
338,128,12,0,1,9,8,2,201105,152,1.776,4,2,false
339,128,12,0,1,9,8,2,201105,152,1.776,5,2,false
340,128,12,0,1,9,8,2,201105,152,1.776,6,2,false
341,128,12,0,1,9,8,2,201105,152,1.776,7,2,false
342,128,12,0,1,9,8,2,201105,152,1.776,1,2,false
343,158,15,0,1,9,8,2,201105,46,1.5,2,2,false
344,158,15,0,1,9,8,2,201105,46,1.5,3,2,false
345,158,15,0,1,9,8,2,201105,46,1.5,4,2,false
346,158,15,0,1,9,8,2,201105,46,1.5,5,2,false
347,158,15,0,1,9,8,2,201105,46,1.5,6,2,false
348,158,15,0,1,9,8,2,201105,46,1.5,7,2,false
349,158,15,0,1,9,8,2,201105,46,1.5,1,2,false
350,168,16,0,1,9,8,2,201105,322,1.776,2,2,false
351,168,16,0,1,9,8,2,201105,322,1.776,3,2,false
352,168,16,0,1,9,8,2,201105,322,1.776,4,2,false
353,168,16,0,1,9,8,2,201105,322,1.776,5,2,false
354,168,16,0,1,9,8,2,201105,322,1.776,6,2,false
355,168,16,0,1,9,8,2,201105,322,1.776,7,2,false
356,168,16,0,1,9,8,2,201105,322,1.776,1,2,false
357,178,17,0,1,9,8,2,201105,104,1.776,2,2,false
358,178,17,0,1,9,8,2,201105,104,1.776,3,2,false
359,178,17,0,1,9,8,2,201105,104,1.776,4,2,false
360,178,17,0,1,9,8,2,201105,104,1.776,5,2,false
361,178,17,0,1,9,8,2,201105,104,1.776,6,2,false
362,178,17,0,1,9,8,2,201105,104,1.776,7,2,false
363,178,17,0,1,9,8,2,201105,104,1.776,1,2,false
364,138,13,0,1,9,8,2,201105,149,2.976,2,2,false
365,138,13,0,1,9,8,2,201105,149,2.976,3,2,false
366,138,13,0,1,9,8,2,201105,149,2.976,4,2,false
367,138,13,0,1,9,8,2,201105,149,2.976,5,2,false
368,138,13,0,1,9,8,2,201105,149,2.976,6,2,false
369,138,13,0,1,9,8,2,201105,149,2.976,7,2,false
370,138,13,0,1,9,8,2,201105,149,2.976,1,2,false
371,148,14,0,1,9,8,2,201105,12,1.2,2,2,false
372,148,14,0,1,9,8,2,201105,12,1.2,3,2,false
373,148,14,0,1,9,8,2,201105,12,1.2,4,2,false
374,148,14,0,1,9,8,2,201105,12,1.2,5,2,false
375,148,14,0,1,9,8,2,201105,12,1.2,6,2,false
376,148,14,0,1,9,8,2,201105,12,1.2,7,2,false
377,148,14,0,1,9,8,2,201105,12,1.2,1,2,false
378,78,7,0,1,9,8,2,201105,44,1.776,2,2,false
379,78,7,0,1,9,8,2,201105,44,1.776,3,2,false
380,78,7,0,1,9,8,2,201105,44,1.776,4,2,false
381,78,7,0,1,9,8,2,201105,44,1.776,5,2,false
382,78,7,0,1,9,8,2,201105,44,1.776,6,2,false
383,78,7,0,1,9,8,2,201105,44,1.776,7,2,false
384,78,7,0,1,9,8,2,201105,44,1.776,1,2,false
385,48,4,0,1,9,8,2,201105,35,5.136,2,2,false
386,48,4,0,1,9,8,2,201105,35,5.136,3,2,false
387,48,4,0,1,9,8,2,201105,35,5.136,4,2,false
388,48,4,0,1,9,8,2,201105,35,5.136,5,2,false
389,48,4,0,1,9,8,2,201105,35,5.136,6,2,false
390,48,4,0,1,9,8,2,201105,35,5.136,7,2,false
391,48,4,0,1,9,8,2,201105,35,5.136,1,2,false
392,58,5,0,1,9,8,2,201105,244,1.776,2,2,false
393,58,5,0,1,9,8,2,201105,244,1.776,3,2,false
394,58,5,0,1,9,8,2,201105,244,1.776,4,2,false
395,58,5,0,1,9,8,2,201105,244,1.776,5,2,false
396,58,5,0,1,9,8,2,201105,244,1.776,6,2,false
397,58,5,0,1,9,8,2,201105,244,1.776,7,2,false
398,58,5,0,1,9,8,2,201105,244,1.776,1,2,false
399,68,6,0,1,9,8,2,201105,378,0.24,2,2,false
400,68,6,0,1,9,8,2,201105,378,0.24,3,2,false
401,68,6,0,1,9,8,2,201105,378,0.24,4,2,false
402,68,6,0,1,9,8,2,201105,378,0.24,5,2,false
403,68,6,0,1,9,8,2,201105,378,0.24,6,2,false
404,68,6,0,1,9,8,2,201105,378,0.24,7,2,false
405,68,6,0,1,9,8,2,201105,378,0.24,1,2,false
406,98,9,0,1,9,8,2,201105,11,1.656,2,2,false
407,98,9,0,1,9,8,2,201105,11,1.656,3,2,false
408,98,9,0,1,9,8,2,201105,11,1.656,4,2,false
409,98,9,0,1,9,8,2,201105,11,1.656,5,2,false
410,98,9,0,1,9,8,2,201105,11,1.656,6,2,false
411,98,9,0,1,9,8,2,201105,11,1.656,7,2,false
412,98,9,0,1,9,8,2,201105,11,1.656,1,2,false
413,88,8,0,1,9,8,2,201105,607,1.2,2,2,false
414,88,8,0,1,9,8,2,201105,607,1.2,3,2,false
415,88,8,0,1,9,8,2,201105,607,1.2,4,2,false
416,88,8,0,1,9,8,2,201105,607,1.2,5,2,false
417,88,8,0,1,9,8,2,201105,607,1.2,6,2,false
418,88,8,0,1,9,8,2,201105,607,1.2,7,2,false
419,88,8,0,1,9,8,2,201105,607,1.2,1,2,false
420,188,18,0,1,9,8,2,201105,250,1.5,2,2,false
421,188,18,0,1,9,8,2,201105,250,1.5,3,2,false
422,188,18,0,1,9,8,2,201105,250,1.5,4,2,false
423,188,18,0,1,9,8,2,201105,250,1.5,5,2,false
424,188,18,0,1,9,8,2,201105,250,1.5,6,2,false
425,188,18,0,1,9,8,2,201105,250,1.5,7,2,false
426,188,18,0,1,9,8,2,201105,250,1.5,1,2,false
427,59,5,0,1,5,9,2,201105,353,1.776,2,2,false
428,59,5,0,1,5,9,2,201105,353,1.776,3,2,false
429,59,5,0,1,5,9,2,201105,353,1.776,4,2,false
430,59,5,0,1,5,9,2,201105,353,1.776,5,2,false
431,59,5,0,1,5,9,2,201105,353,1.776,6,2,false
432,59,5,0,1,5,9,2,201105,353,1.776,7,2,false
433,59,5,0,1,5,9,2,201105,353,1.776,1,2,false
434,69,6,0,1,5,9,2,201105,393,0.24,2,2,false
435,69,6,0,1,5,9,2,201105,393,0.24,3,2,false
436,69,6,0,1,5,9,2,201105,393,0.24,4,2,false
437,69,6,0,1,5,9,2,201105,393,0.24,5,2,false
438,69,6,0,1,5,9,2,201105,393,0.24,6,2,false
439,69,6,0,1,5,9,2,201105,393,0.24,7,2,false
440,69,6,0,1,5,9,2,201105,393,0.24,1,2,false
441,79,7,0,1,5,9,2,201105,133,1.776,2,2,false
442,79,7,0,1,5,9,2,201105,133,1.776,3,2,false
443,79,7,0,1,5,9,2,201105,133,1.776,4,2,false
444,79,7,0,1,5,9,2,201105,133,1.776,5,2,false
445,79,7,0,1,5,9,2,201105,133,1.776,6,2,false
446,79,7,0,1,5,9,2,201105,133,1.776,7,2,false
447,79,7,0,1,5,9,2,201105,133,1.776,1,2,false
